Code;Brand;Name;Address;Zip;City;Latitude;Longitude;Visa;Mastercard;Amex;Dinersclub;Eurotrafic;GR Actys Eurotrafic;GR Netherlands;Jubileo;Bank Card;DKV;UTA;Carte Club TOTAL;Super Ethanol e85;sp95;sp95 performance;sp95 e10;Optane Evolution 95;sp98;sp98 performance;Excellium 98;Optane Evolution 98;Gasoil;Diesel Excelan;Excellium diesel;Diesel Evolution;Lpg;AdBlue;GNR;AVGAS 100 LL;Gas Bottled;Fuel Automate;Shop;Coffee Corner;Bakerie;Sandwitcherie;BDGrill;Crocade;Baby Kit;Car Wash;Car Wash HP;Car Maintenance;Tyre Center;Truck Station;Vacuum;Diesel Premier;Gasoil Performance;Total Fioul Premier;Highway;FreeWifi;Car Wash Lotus;Car Wash Osmos;Tyre Pressure
NF059705;TOTAL;REL.ROISSY;1 RUE DE L'OR - BP.20212;95712;ROISSY C DE GAULLE CEDEX;49.009377;2.537134;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;yes;yes;yes;no;no;no;no;yes;yes;yes;no;yes;no;yes;yes;no;no;no;no;yes;yes;no;no
NF059720;TOTAL Access;RELAIS DU REAL;RD 915 - ROUTE DE GISORS;95650;GENICOURT;49.082234;2.069372;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;yes;yes;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes
NF059785;TOTAL;RELAIS DU LUGO;33 AV.DE LUGO;94600;CHOISY LE ROI;48.770292;2.409164;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;no;no;yes;no;yes;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF059795;TOTAL Access;RELAIS ST BENOIT;16 BOULEVARD DES ALPES;38200;VIENNE;45.52652;4.904156;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;yes;no;no;yes;yes;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes
NF059810;TOTAL;SARL MURIER;56 AVENUE DE LA REPUBLIQUE;50200;COUTANCES;49.05687;-1.431401;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;yes;no;no;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no
NF059825;TOTAL;RELAIS PORTE OCEANE;3 RUE FREDERIC CHOPIN;76700;HARFLEUR;49.510886;0.199648;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;no;no;yes;no;yes;no;yes;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;yes;no;yes;no;no;no;no;no;yes;no;no;yes
NF059841;TOTAL;RELAIS COQUELICOTS;35/37 RUE HENRI DUNANT;91600;SAVIGNY SUR ORGE;48.680055;2.341801;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;yes;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF059860;TOTAL Access;RELAIS DE LA VIOSNE;11 AVENUE DU GENERAL DE LARUE;95300;PONTOISE;49.044669;2.094807;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;yes;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF059903;TOTAL;REL.BIDART OUEST;A63 - AIRE DE BIDART OUEST;64210;BIDART;43.422958;-1.598405;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;no;no;no;yes;no;no;yes;yes;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;no;no
NF059907;TOTAL Access;RELAIS DE L'AMITIE;86 RUE DE PARIS;93100;MONTREUIL;48.8569;2.42913;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;yes;no;no;no;no;no;no;yes;no;yes;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF059940;TOTAL Access;RELAIS CANTO PERDRIX;AV. FRANCIS TURCAN;13500;MARTIGUES;43.4196;5.0557;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF059952;TOTAL;REL.HAUT LEVEQUE;195 AV DU HAUT LEVEQUE;33600;PESSAC;44.780775;-0.649526;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;yes;yes;yes;no;yes;yes;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF059954;TOTAL;RELAIS DU LANDRY;171 RUE DE CHATEAUGIRON;35000;RENNES;48.097191;-1.64123;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;no;yes;no;no;no;no;no;no;yes;no;yes;no;yes;yes;no;no;no;no;no;yes;no;yes
NF059965;TOTAL Access;REL.AQUITAINE;ROCADE PERIPHERIQUE AIRE DU TRUC;33700;MERIGNAC;44.850885;-0.667759;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;yes;no;no;yes;yes;no;yes;yes;no;no;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;no
NF059985;TOTAL Access;RELAIS DE WOLFISHEIM;RN 4 - ROUTE DE SAVERNE;67202;WOLFISHEIM;48.601;7.65228;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;no;yes;yes;no;no;no
NF059989;TOTAL;RELAIS DES MEUNIERS;44-48 AVENUE DE LA REPUBLIQUE;93170;BAGNOLET;48.861426;2.417227;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF059995;TOTAL;RELAIS KEROLZEC;ROUTE DE ROSCOFF CD.19;29600;ST MARTIN DES CHAMPS;48.58082;-3.863958;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;no;no;yes;no;yes;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes
NF059997;TOTAL;RELAIS DE LA COMMANDERIE;62 RD 607;77880;GREZ SUR LOING;48.3214;2.68609;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;no;no;yes;no;yes;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;no
NF062001;TOTAL Access;RELAIS COURBEVOIE BINEAU;14 BD DE VERDUN;92400;COURBEVOIE;48.898213;2.263107;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;yes
NF062003;TOTAL Access;RELAIS ARGENTEUIL BALMONT;176 AVENUE STALINGRAD;95100;ARGENTEUIL;48.9547;2.27375;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;no
NF062005;TOTAL;RELAIS RUNGIS HALLES;1 RUE DES LANCES;94537;ORLY CEDEX;48.750342;2.389212;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;yes;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes
NF050078;TOTAL;RELAIS DU FRUGY;52 AVENUE DE LA LIBERATION;29000;QUIMPER;47.99254;-4.084207;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;yes;no;yes;yes;no;no;no;no;yes;no;no;yes
NF062019;TOTAL Access;RELAIS SAGY 1;RD 14;95450;SAGY;49.064645;1.97904;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;yes;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF051046;TOTAL Access;RELAIS DE L'EPINETTE 59;91 RUE DU FAUBOURG DE BETHUNE;59000;LILLE;50.61685;3.024687;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF051048;TOTAL;RELAIS LA FOURCHE;RD 935- AVENUE DE LA VILLE IDEALE;80330;LONGUEAU;49.868803;2.361242;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes
NF062054;TOTAL;SAS GARAGE OJA;11 RUE DE PARIS;77200;TORCY;48.850747;2.655754;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF062063;TOTAL;REL.CALAIS ROCADE EST;RUE MARCEL DASSAULT;62100;CALAIS;50.9549;1.90769;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;yes;no;no;yes;yes;no;no;no;no;yes;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF062069;TOTAL;SCA GARAGE DE LA RESIDENCE;40 AVENUE FOCH;78400;CHATOU;48.890594;2.154073;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF057104;TOTAL Access;RELAIS PLATRIERES;1140 RTE AVIGNON QU.CELONY RN7;13090;AIX EN PROVENCE;43.556595;5.418494;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;no
NF062083;TOTAL;RELAIS BOIS SENON;RN 12 ROUTE DE DREUX;78390;BOIS D ARCY;48.798909;2.003613;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF057129;TOTAL Access;RELAIS DE LA FOUX;RN 98 CARREFOUR DE LA FOUX;83310;COGOLIN;43.26389;6.577209;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;yes;no;yes;yes;no;no;yes;yes;no;no;no;yes;no;yes;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF062104;TOTAL Access;RELAIS SAGY 2;RD 1 4;95450;SAGY;49.064164;1.982553;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;no;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;no
NF058066;TOTAL Access;RELAIS PICARDIE;42  BOULEVARD JEAN MERMOZ;93380;PIERREFITTE SUR SEINE;48.96619;2.36419;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;no
NF058080;TOTAL Access;RELAIS CHALOUETTE;94 BLD ST MICHEL;91150;ETAMPES;48.446952;2.171234;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF058115;TOTAL Access;RELAIS CANADIENS;63 AVENUE DES CANADIENS;76800;ST ETIENNE DU ROUVRAY;49.3938;1.0598;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;no;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;no;no;yes
NF058128;TOTAL Access;RELAIS DU PRIEURE;20  BOULEVARD DE LA LIBERATION;35800;DINARD;48.621385;-2.058303;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF058140;TOTAL Access;RELAIS ALOUETTES;172 RUE JEAN JAURES;94700;MAISONS ALFORT;48.796765;2.43329;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;yes;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF058212;TOTAL;SAS EMPIRE AUTOMOBILES;103 RUE DU MARECHAL LECLERC;58200;COSNE COURS SUR LOIRE;47.417707;2.927373;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;yes;no;no;no;no;no;no;no;no;no
NF058303;TOTAL;RELAIS DE LA PLAINE;108 BLD ETIENNE CLEMENTEL;63000;CLERMONT FERRAND;45.806841;3.109624;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;yes;no;yes;yes;no;no;no;no;yes;no;no;yes
NF058324;TOTAL;RELAIS 5 CHEMINS ST ETIENNE;148 RUE ANTOINE DURAFOUR;42100;ST ETIENNE;45.42203;4.396722;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;yes
NF058332;TOTAL Access;RELAIS DU CHENE;3 ROUTE DE BOURG;1160;PONT D'AIN;46.055099;5.334465;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;no;no;yes;no;yes;no;no;yes;no;no;yes;yes;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes
NF058334;TOTAL;SARL LEFER;55 AVENUE FRANCOIS MITTERRAND;62640;MONTIGNY EN GOHELLE;50.41951;2.926986;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF058365;TOTAL;SARL LACOUR;123 RUE ARISTIDE BRIAND;10100;ROMILLY SUR SEINE;48.509329;3.73182;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;no;yes;no;no
NF058377;TOTAL Access;RELAIS DE LA CALADE;678 RUE D'ANSE;69400;VILLEFRANCHE SUR SAONE;45.9797;4.71726;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;yes;yes;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;no;yes;no;yes
NF062209;TOTAL Access;RELAIS COURBEVOIE VERDUN;43-47 BOULEVARD DE VERDUN;92400;COURBEVOIE;48.900075;2.26089;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;yes;no;no;yes;no;no;no;no;yes;no;no;yes
NF058439;TOTAL;RELAIS DU BEUVRON;5 AV. DE L'HOTEL DE VILLE;41600;LAMOTTE BEUVRON;47.599213;2.024081;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;yes;no;yes;no;yes;yes;no;no;no;no;yes;no;no;yes
NF058476;TOTAL;RELAIS DES LUETTES;55 AVENUE DE NIMES;7300;TOURNON SUR RHONE;45.057311;4.840517;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;no;no;yes;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes
NF058548;TOTAL;RELAIS DES PRES LE ROI;10BIS AVENUE DES PRES LE ROI;18000;BOURGES;47.09396;2.390467;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;yes;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF058614;TOTAL Access;RELAIS AMIRAL HAMELIN;33 RUE AMIRAL HAMELIN;14130;PONT L'EVEQUE;49.288322;0.188448;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF063002;TOTAL Access;RELAIS DES EBURONS;4 RUE DE MONTPELLIER;8300;RETHEL;49.503669;4.360542;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;no
NF058625;TOTAL;LAGARDE ST POURCAIN;QUARTIER TIVOLI;3500;ST POURCAIN S/SIOULE;46.306493;3.294342;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;yes
NF058703;TOTAL;SARL CROIX VERTE;D338 - 45 RUE DU MANS;72170;MARESCHE;48.218595;0.130211;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;yes;no;no;no;no;no;no;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no
NF078141;TOTAL Access;RELAIS DE GERLAND;56 AVENUE TONY GARNIER;69007;LYON;45.72632;4.828893;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;yes;yes;yes;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF078205;TOTAL;RELAIS PTE MONTREUIL;AVENUE BENOIT FRACHON;75020;PARIS;48.853739;2.415062;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;no;yes;yes;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;yes
NF078217;TOTAL;REL.PLESSIS PICARD OURDY;A5A - AIRE DU PLESSIS PICARD;77550;REAU;48.601563;2.602415;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;no;yes;no;no;yes;yes;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;no;yes
NF078232;TOTAL;RELAIS DES GLACIS;AVENUE D'ALTKIRCH;90000;BELFORT;47.63866;6.878353;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;no;no;no;yes;yes;yes;no;yes;yes;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;yes
NF078236;TOTAL Access;RELAIS MALBROUCK;RD 613 - CARREFOUR DE MALBROUCK;27300;CARSIX;49.155315;0.672298;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;yes;no;yes;yes;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes
NF078316;TOTAL;AEROP.METZ NANCY LORRAINE/AIR TOTAL;AEROPORT METZ NANCY LORRAINE;57420;GOIN;48.983671;6.245502;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;no;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF078335;TOTAL;EURL DE LA RN 88;ROUTE DE TOULOUSE RN88;81310;L'ISLE SUR TARN;43.849583;1.796524;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no
NF078531;TOTAL;REL.KESKASTEL EST;A4 - AIRE DE KESKASTEL EST;67260;KESKASTEL;48.97317;7.06854;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;no;no;no;yes;no;no;yes;yes;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;no;yes
NF078535;TOTAL;SARL LE ROVE AUTOMOBILES SERVICE;ROUTE NATIONALE 568 B;13740;LE ROVE;43.36757;5.24965;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;yes;no;no;no;no;no;no;no;no;no
NF078545;TOTAL;SARL DOSIERES AUTO SPORT;25-26 FAUBOURG DE CHAMPAGNE;10260;FOUCHERES;48.150278;4.261928;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF078553;TOTAL Access;REL.LES CRAYERES;RN 4 ROUTE DE TROYES;51320;SOMMESOUS;48.731413;4.205532;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes
NF078564;TOTAL;REL.BREGUIERES SUD;A8 - AIRE DE BREGUIERES SUD;6250;MOUGINS;43.58953;7.03553;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;no;no;no;yes;no;no;yes;yes;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;no;yes
NF078570;TOTAL;REL.PORT LAURAGAIS NORD;A61-AIRE DE PORT LAURAGAIS NORD;31290;AVIGNONET LAURAGAIS;43.35306;1.80977;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;no;no;no;yes;no;no;yes;yes;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;no;no;no
NF078582;TOTAL;LE CLAIR FONTAINE 2;HAMEAU CHAUSSEE DE FONTAINE (COTE AUTOMATE);2140;FONTAINE LES VERVINS;49.842226;3.905239;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF078592;TOTAL;RELAIS DE GIROMAGNY;FAUBOURG DE BELFORT 72;90200;GIROMAGNY;47.73443;6.8295;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no
NF078603;TOTAL;SARL ETABLISSEMENT DANIEL MULLER;3 ROUTE DU VIN;68630;MITTELWIHR;48.15484;7.31979;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;no;yes;no;no
NF078613;TOTAL Access;RELAIS DES IRIS;5 ROUTE DE PARIS;60330;LE PLESSIS BELLEVILLE;49.096692;2.749479;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;no;yes;no;no;no;yes;no;yes;no;yes;no;yes;yes;yes;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;yes;no;no;no;no;yes;yes;no;no
NF078710;ELAN;SNC LEROC;RUE DE MOREUIL 16;80810;MEAULTE;49.981202;2.6507;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
NF078760;TOTAL;SARL GARAGE MAHOU SERGE;26  RUE NATIONALE;57800;ROSBRUCK;49.158479;6.849762;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;no;no;yes;no;no;no;no;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no
